split,teamname,side,date,league,result,gamelength,firstblood,firstdragon,firsttower,totalKills,totalDragons,totalBarons,totalTowers,totalInhibitors
,For The Win Esports,Blue,2023-10-06,IC,0,25.88,0,1,0,24,3,1,11,1.0
,BWE Esports,Red,2023-10-06,IC,1,25.88,1,0,1,24,3,1,11,1.0
,aNc Outplayed,Blue,2023-10-06,PGN,1,28.82,1,0,1,34,4,1,11,2.0
,DREN Esports,Red,2023-10-06,PGN,0,28.82,0,1,0,34,4,1,11,2.0
,BWE Esports,Blue,2023-10-06,IC,1,24.72,1,1,1,31,3,1,12,2.0
,For The Win Esports,Red,2023-10-06,IC,0,24.72,0,0,0,31,3,1,12,2.0
,ENEMI3S,Blue,2023-10-06,PGN,1,22.77,0,1,1,40,2,1,8,1.0
,Axolotl,Red,2023-10-06,PGN,0,22.77,1,0,0,40,2,1,8,1.0
,DSYRE,Blue,2023-10-06,PGN,1,17.8,1,1,1,32,2,0,8,1.0
,Angry Bats,Red,2023-10-06,PGN,0,17.8,0,0,0,32,2,0,8,1.0
Spring,Impunity,Blue,2023-10-07,PCS,1,32.72,0,1,0,53,5,1,15,2.0
Spring,Dewish Team,Red,2023-10-07,PCS,0,32.72,1,0,1,53,5,1,15,2.0
Spring,Impunity,Blue,2023-10-07,PCS,1,23.58,1,0,1,30,2,1,10,2.0
Spring,Dewish Team,Red,2023-10-07,PCS,0,23.58,0,1,0,30,2,1,10,2.0
Spring,Impunity,Blue,2023-10-07,PCS,1,24.12,0,1,1,36,3,1,14,3.0
Spring,Dewish Team,Red,2023-10-07,PCS,0,24.12,1,0,0,36,3,1,14,3.0
,Giants,Blue,2023-10-07,IC,1,18.7,1,0,1,29,0,0,9,1.0
,Panza,Red,2023-10-07,IC,0,18.7,0,0,0,29,0,0,9,1.0
,Team GO,Blue,2023-10-07,CDF,0,30.12,1,0,0,29,5,2,10,2.0
,BK ROG Esports,Red,2023-10-07,CDF,1,30.12,0,1,1,29,5,2,10,2.0
,Giants,Blue,2023-10-07,IC,1,17.18,1,0,1,23,1,0,8,1.0
,Panza,Red,2023-10-07,IC,0,17.18,0,1,0,23,1,0,8,1.0
,Team GO,Blue,2023-10-07,CDF,0,27.9,1,1,1,20,4,1,11,1.0
,BK ROG Esports,Red,2023-10-07,CDF,1,27.9,0,0,0,20,4,1,11,1.0
,Ramboot Club,Blue,2023-10-07,IC,1,30.03,1,0,0,33,4,2,13,1.0
,GTZ Esports,Red,2023-10-07,IC,0,30.03,0,1,1,33,4,2,13,1.0
,BK ROG Esports,Blue,2023-10-07,CDF,0,24.65,0,0,0,37,2,1,12,2.0
,Team GO,Red,2023-10-07,CDF,1,24.65,1,1,1,37,2,1,12,2.0
,Team GO,Blue,2023-10-07,CDF,1,30.65,1,0,1,35,4,1,12,3.0
,BK ROG Esports,Red,2023-10-07,CDF,0,30.65,0,1,0,35,4,1,12,3.0
,Ramboot Club,Blue,2023-10-07,IC,1,27.8,1,1,1,29,3,1,12,1.0
,GTZ Esports,Red,2023-10-07,IC,0,27.8,0,0,0,29,3,1,12,1.0
,BK ROG Esports,Blue,2023-10-07,CDF,0,26.7,0,0,0,32,3,0,11,1.0
,Team GO,Red,2023-10-07,CDF,1,26.7,1,1,1,32,3,0,11,1.0
Spring,TALON Academy,Blue,2023-10-08,PCS,1,30.7,0,0,0,26,4,1,11,1.0
Spring,Impunity,Red,2023-10-08,PCS,0,30.7,1,1,1,26,4,1,11,1.0
Spring,Impunity,Blue,2023-10-08,PCS,0,24.58,0,1,0,24,3,1,12,2.0
Spring,TALON Academy,Red,2023-10-08,PCS,1,24.58,1,0,1,24,3,1,12,2.0
Spring,Impunity,Blue,2023-10-08,PCS,0,21.2,0,0,0,27,3,0,9,1.0
Spring,TALON Academy,Red,2023-10-08,PCS,1,21.2,1,1,1,27,3,0,9,1.0
,ENEMI3S,Blue,2023-10-08,PGN,0,21.52,0,0,0,30,3,0,12,1.0
,Macko Esports,Red,2023-10-08,PGN,1,21.52,1,1,1,30,3,0,12,1.0
,Vitality.Bee,Blue,2023-10-08,CDF,0,30.07,1,1,0,33,4,1,10,1.0
,Team du Sud,Red,2023-10-08,CDF,1,30.07,0,0,1,33,4,1,10,1.0
,Hurricane of Feathers,Blue,2023-10-08,IC,0,16.27,0,1,0,34,1,0,9,2.0
,Movistar KOI,Red,2023-10-08,IC,1,16.27,1,0,1,34,1,0,9,2.0
,ENEMI3S,Blue,2023-10-08,PGN,0,33.63,1,1,0,43,5,2,16,2.0
,Macko Esports,Red,2023-10-08,PGN,1,33.63,0,0,1,43,5,2,16,2.0
,Hurricane of Feathers,Blue,2023-10-08,IC,1,31.45,1,1,0,68,3,2,17,3.0
,Movistar KOI,Red,2023-10-08,IC,0,31.45,0,0,1,68,3,2,17,3.0
,Vitality.Bee,Blue,2023-10-08,CDF,0,22.65,0,0,0,34,3,1,10,1.0
,Team du Sud,Red,2023-10-08,CDF,1,22.65,1,1,1,34,3,1,10,1.0
,Movistar KOI,Blue,2023-10-08,IC,1,22.52,0,0,1,39,2,1,10,1.0
,Hurricane of Feathers,Red,2023-10-08,IC,0,22.52,1,1,0,39,2,1,10,1.0
,Vitality.Bee,Blue,2023-10-08,CDF,0,42.25,1,0,1,33,7,2,16,2.0
,Team du Sud,Red,2023-10-08,CDF,1,42.25,0,1,0,33,7,2,16,2.0
,aNc Outplayed,Blue,2023-10-08,PGN,0,29.15,1,0,1,26,4,2,13,1.0
,DSYRE,Red,2023-10-08,PGN,1,29.15,0,1,0,26,4,2,13,1.0
,Villarreal QLASH,Blue,2023-10-08,IC,0,25.62,1,0,0,17,3,1,8,1.0
,ZETA,Red,2023-10-08,IC,1,25.62,0,1,1,17,3,1,8,1.0
,DSYRE,Blue,2023-10-08,PGN,1,23.43,0,1,1,32,2,1,12,1.0
,aNc Outplayed,Red,2023-10-08,PGN,0,23.43,1,0,0,32,2,1,12,1.0
,ZETA,Blue,2023-10-08,IC,1,29.07,1,0,1,19,4,0,10,1.0
,Villarreal QLASH,Red,2023-10-08,IC,0,29.07,0,1,0,19,4,0,10,1.0
,Golden Guardians,Blue,2023-10-09,WLDS,0,20.4,0,0,0,15,3,0,7,1.0
,Team BDS,Red,2023-10-09,WLDS,1,20.4,1,1,1,15,3,0,7,1.0
,Golden Guardians,Blue,2023-10-09,WLDS,0,34.08,1,1,1,24,5,2,12,1.0
,Team BDS,Red,2023-10-09,WLDS,1,34.08,0,0,0,24,5,2,12,1.0
,Team BDS,Blue,2023-10-09,WLDS,1,29.93,1,1,1,13,4,2,13,2.0
,Golden Guardians,Red,2023-10-09,WLDS,0,29.93,0,0,0,13,4,2,13,2.0
,Los Heretics,Blue,2023-10-09,IC,1,19.57,1,1,1,32,2,0,7,1.0
,Erfolg Esports,Red,2023-10-09,IC,0,19.57,0,0,0,32,2,0,7,1.0
,ENEMI3S,Blue,2023-10-09,PGN,1,28.67,0,1,1,40,3,1,10,1.0
,Atleta Esport,Red,2023-10-09,PGN,0,28.67,1,0,0,40,3,1,10,1.0
,Los Heretics,Blue,2023-10-09,IC,1,18.2,1,1,1,31,2,0,9,1.0
,Erfolg Esports,Red,2023-10-09,IC,0,18.2,0,0,0,31,2,0,9,1.0
,Atleta Esport,Blue,2023-10-09,PGN,1,31.88,0,0,0,61,4,1,13,1.0
,ENEMI3S,Red,2023-10-09,PGN,0,31.88,1,1,1,61,4,1,13,1.0
,ENEMI3S,Blue,2023-10-09,PGN,0,35.72,1,0,1,58,5,2,15,1.0
,Atleta Esport,Red,2023-10-09,PGN,1,35.72,0,1,0,58,5,2,15,1.0
,Wizards,Blue,2023-10-09,IC,1,29.25,1,0,0,40,4,2,11,1.0
,Keypulse Esports,Red,2023-10-09,IC,0,29.25,0,1,1,40,4,2,11,1.0
,Wizards,Blue,2023-10-09,IC,0,28.62,1,0,1,51,4,0,11,1.0
,Keypulse Esports,Red,2023-10-09,IC,1,28.62,0,1,0,51,4,0,11,1.0
,Cyberground Gaming,Blue,2023-10-09,PGN,0,27.02,0,1,0,44,3,1,12,3.0
,aNc Outplayed,Red,2023-10-09,PGN,1,27.02,1,0,1,44,3,1,12,3.0
,Keypulse Esports,Blue,2023-10-09,IC,0,23.83,0,0,0,42,3,0,11,1.0
,Wizards,Red,2023-10-09,IC,1,23.83,1,1,1,42,3,0,11,1.0
,aNc Outplayed,Blue,2023-10-09,PGN,1,30.03,0,1,0,56,3,2,14,4.0
,Cyberground Gaming,Red,2023-10-09,PGN,0,30.03,1,0,1,56,3,2,14,4.0
,TALON,Blue,2023-10-10,WLDS,1,28.63,0,0,0,26,4,1,13,2.0
,Movistar R7,Red,2023-10-10,WLDS,0,28.63,1,1,1,26,4,1,13,2.0
,TALON,Blue,2023-10-10,WLDS,1,30.35,1,0,1,17,4,1,8,1.0
,Movistar R7,Red,2023-10-10,WLDS,0,30.35,0,1,0,17,4,1,8,1.0
,LOUD,Blue,2023-10-10,WLDS,1,27.23,1,1,1,24,4,1,13,2.0
,GAM Esports,Red,2023-10-10,WLDS,0,27.23,0,0,0,24,4,1,13,2.0
,GAM Esports,Blue,2023-10-10,WLDS,0,39.6,0,1,1,30,6,3,15,3.0
,LOUD,Red,2023-10-10,WLDS,1,39.6,1,0,0,30,6,3,15,3.0
BLX Masters,Attempted Murder,Blue,2023-10-10,ESLOL,0,30.47,0,0,0,36,4,1,12,2.0
BLX Masters,NXT,Red,2023-10-10,ESLOL,1,30.47,1,1,1,36,4,1,12,2.0
BLX Masters,Connecting Esports,Blue,2023-10-10,ESLOL,0,31.55,1,0,0,40,4,2,12,1.0
BLX Masters,Senshi eSports,Red,2023-10-10,ESLOL,1,31.55,0,1,1,40,4,2,12,1.0
BLX Masters,MonKings,Blue,2023-10-10,ESLOL,1,39.45,1,1,0,43,6,2,14,5.0
BLX Masters,Once Upon A Team,Red,2023-10-10,ESLOL,0,39.45,0,0,1,43,6,2,14,5.0
BLX Masters,Meow Gaming Club,Blue,2023-10-10,ESLOL,0,28.23,1,1,0,50,4,1,12,1.0
BLX Masters,24 7 Tower Dive,Red,2023-10-10,ESLOL,1,28.23,0,0,1,50,4,1,12,1.0
BLX Masters,S2 Esports,Blue,2023-10-10,ESLOL,0,25.12,0,0,1,17,4,1,11,1.0
BLX Masters,RQS Esports,Red,2023-10-10,ESLOL,1,25.12,1,1,0,17,4,1,11,1.0
BLX Masters,La Menace Francophone,Blue,2023-10-10,ESLOL,0,36.22,1,1,1,43,5,2,16,5.0
BLX Masters,Vlaams Erfgoed,Red,2023-10-10,ESLOL,1,36.22,0,0,0,43,5,2,16,5.0
BLX Masters,Mind Blue eSports,Blue,2023-10-10,ESLOL,1,30.85,0,0,0,34,4,2,13,3.0
BLX Masters,Domme Jongens,Red,2023-10-10,ESLOL,0,30.85,1,1,1,34,4,2,13,3.0
BLX Masters,Overtime (Dutch Team),Blue,2023-10-10,ESLOL,0,24.07,0,0,0,27,3,1,8,1.0
BLX Masters,Team sucrée au sucre,Red,2023-10-10,ESLOL,1,24.07,1,1,1,27,3,1,8,1.0
BLX Masters,Once Upon A Team,Blue,2023-10-10,ESLOL,1,23.03,1,1,1,49,3,1,10,2.0
BLX Masters,Attempted Murder,Red,2023-10-10,ESLOL,0,23.03,0,0,0,49,3,1,10,2.0
BLX Masters,Domme Jongens,Blue,2023-10-10,ESLOL,1,40.63,0,1,1,57,6,3,19,4.0
BLX Masters,Connecting Esports,Red,2023-10-10,ESLOL,0,40.63,1,0,0,57,6,3,19,4.0
BLX Masters,RQS Esports,Blue,2023-10-10,ESLOL,1,24.92,1,0,1,21,4,1,10,1.0
BLX Masters,Vlaams Erfgoed,Red,2023-10-10,ESLOL,0,24.92,0,1,0,21,4,1,10,1.0
BLX Masters,S2 Esports,Blue,2023-10-10,ESLOL,1,39.37,0,0,1,33,6,2,14,4.0
BLX Masters,La Menace Francophone,Red,2023-10-10,ESLOL,0,39.37,1,1,0,33,6,2,14,4.0
BLX Masters,24 7 Tower Dive,Blue,2023-10-10,ESLOL,0,29.0,0,1,0,32,5,1,13,3.0
BLX Masters,Team sucrée au sucre,Red,2023-10-10,ESLOL,1,29.0,1,0,1,32,5,1,13,3.0
BLX Masters,NXT,Blue,2023-10-10,ESLOL,1,32.58,0,0,0,30,5,1,10,1.0
BLX Masters,MonKings,Red,2023-10-10,ESLOL,0,32.58,1,1,1,30,5,1,10,1.0
BLX Masters,Meow Gaming Club,Blue,2023-10-10,ESLOL,1,22.78,1,0,1,26,2,1,10,2.0
BLX Masters,Overtime (Dutch Team),Red,2023-10-10,ESLOL,0,22.78,0,1,0,26,2,1,10,2.0
BLX Masters,Senshi eSports,Blue,2023-10-10,ESLOL,0,25.65,1,1,1,27,4,1,10,1.0
BLX Masters,RQS Esports,Red,2023-10-10,ESLOL,1,25.65,0,0,0,27,4,1,10,1.0
BLX Masters,Team sucrée au sucre,Blue,2023-10-10,ESLOL,1,30.52,1,0,1,48,4,2,12,4.0
BLX Masters,NXT,Red,2023-10-10,ESLOL,0,30.52,0,1,0,48,4,2,12,4.0
BLX Masters,Connecting Esports,Blue,2023-10-10,ESLOL,1,33.35,0,1,0,73,5,2,15,3.0
BLX Masters,Attempted Murder,Red,2023-10-10,ESLOL,0,33.35,1,0,1,73,5,2,15,3.0
BLX Masters,Vlaams Erfgoed,Blue,2023-10-10,ESLOL,1,22.82,1,0,1,31,2,1,10,1.0
BLX Masters,Mind Blue eSports,Red,2023-10-10,ESLOL,0,22.82,0,1,0,31,2,1,10,1.0
BLX Masters,Once Upon A Team,Blue,2023-10-10,ESLOL,1,22.82,1,0,1,31,2,1,10,1.0
BLX Masters,Domme Jongens,Blue,2023-10-10,ESLOL,1,22.82,1,0,1,31,2,1,10,1.0
BLX Masters,MonKings,Blue,2023-10-10,ESLOL,1,21.55,1,1,1,30,2,0,8,1.0
BLX Masters,Mind Blue eSports,Red,2023-10-10,ESLOL,0,21.55,0,0,0,30,2,0,8,1.0
BLX Masters,La Menace Francophone,Blue,2023-10-10,ESLOL,1,21.55,1,1,1,30,2,0,8,1.0
BLX Masters,Overtime (Dutch Team),Red,2023-10-10,ESLOL,0,21.55,0,0,0,30,2,0,8,1.0
BLX Masters,RQS Esports,Blue,2023-10-10,ESLOL,1,27.85,0,0,1,27,4,1,11,1.0
BLX Masters,Senshi eSports,Red,2023-10-10,ESLOL,0,27.85,1,1,0,27,4,1,11,1.0
BLX Masters,Once Upon A Team,Blue,2023-10-10,ESLOL,1,26.98,1,1,0,25,3,1,14,3.0
BLX Masters,Mind Blue eSports,Red,2023-10-10,ESLOL,0,26.98,0,0,1,25,3,1,14,3.0
BLX Masters,Vlaams Erfgoed,Blue,2023-10-10,ESLOL,1,26.98,1,1,0,25,3,1,14,3.0
BLX Masters,24 7 Tower Dive,Blue,2023-10-10,ESLOL,1,26.98,1,1,0,25,3,1,14,3.0
BLX Masters,Team sucrée au sucre,Blue,2023-10-10,ESLOL,1,23.3,1,1,1,30,3,1,10,2.0
BLX Masters,NXT,Red,2023-10-10,ESLOL,0,23.3,0,0,0,30,3,1,10,2.0
BLX Masters,Attempted Murder,Blue,2023-10-10,ESLOL,1,20.58,1,0,1,33,2,0,9,1.0
BLX Masters,Connecting Esports,Red,2023-10-10,ESLOL,0,20.58,0,1,0,33,2,0,9,1.0
BLX Masters,MonKings,Blue,2023-10-10,ESLOL,1,26.27,1,0,1,44,3,1,10,2.0
BLX Masters,Mind Blue eSports,Red,2023-10-10,ESLOL,0,26.27,0,1,0,44,3,1,10,2.0
BLX Masters,La Menace Francophone,Blue,2023-10-10,ESLOL,1,26.27,1,0,1,44,3,1,10,2.0
BLX Masters,Overtime (Dutch Team),Red,2023-10-10,ESLOL,0,26.27,0,1,0,44,3,1,10,2.0
BLX Masters,Connecting Esports,Blue,2023-10-10,ESLOL,0,47.15,0,1,0,97,7,3,19,3.0
BLX Masters,Attempted Murder,Red,2023-10-10,ESLOL,1,47.15,1,0,1,97,7,3,19,3.0
BLX Masters,Meow Gaming Club,Blue,2023-10-10,ESLOL,1,29.1,0,0,1,39,4,1,13,2.0
BLX Masters,Vlaams Erfgoed,Red,2023-10-10,ESLOL,0,29.1,1,1,0,39,4,1,13,2.0
,DetonatioN FocusMe,Blue,2023-10-11,WLDS,0,34.0,0,0,0,29,5,1,10,1.0
,CTBC Flying Oyster,Red,2023-10-11,WLDS,1,34.0,1,1,1,29,5,1,10,1.0
,CTBC Flying Oyster,Blue,2023-10-11,WLDS,1,27.63,1,0,1,22,4,1,11,3.0
,DetonatioN FocusMe,Red,2023-10-11,WLDS,0,27.63,0,1,0,22,4,1,11,3.0
,Team BDS,Blue,2023-10-11,WLDS,1,23.8,1,1,1,17,3,1,11,1.0
,Team Whales,Red,2023-10-11,WLDS,0,23.8,0,0,0,17,3,1,11,1.0
,Team BDS,Blue,2023-10-11,WLDS,0,38.82,0,1,1,29,6,2,15,2.0
,Team Whales,Red,2023-10-11,WLDS,1,38.82,1,0,0,29,6,2,15,2.0
,Team Whales,Blue,2023-10-11,WLDS,1,41.15,1,1,1,19,5,3,12,1.0
,Team BDS,Red,2023-10-11,WLDS,0,41.15,0,0,0,19,5,3,12,1.0
,TALON,Blue,2023-10-12,WLDS,1,32.93,0,1,1,35,4,2,10,1.0
,LOUD,Red,2023-10-12,WLDS,0,32.93,1,0,0,35,4,2,10,1.0
,LOUD,Blue,2023-10-12,WLDS,0,32.27,0,1,0,27,5,2,12,2.0
,TALON,Red,2023-10-12,WLDS,1,32.27,1,0,1,27,5,2,12,2.0
,CTBC Flying Oyster,Blue,2023-10-12,WLDS,1,30.13,1,0,0,22,5,1,11,1.0
,Team Whales,Red,2023-10-12,WLDS,0,30.13,0,1,1,22,5,1,11,1.0
,Team Whales,Blue,2023-10-12,WLDS,1,30.7,1,1,1,16,4,1,12,2.0
,CTBC Flying Oyster,Red,2023-10-12,WLDS,0,30.7,0,0,0,16,4,1,12,2.0
,CTBC Flying Oyster,Blue,2023-10-12,WLDS,0,36.53,1,1,1,41,5,2,12,2.0
,Team Whales,Red,2023-10-12,WLDS,1,36.53,0,0,0,41,5,2,12,2.0
BLX Masters,NXT,Blue,2023-10-12,ESLOL,1,26.28,1,1,1,22,3,1,11,2.0
BLX Masters,Once Upon A Team,Red,2023-10-12,ESLOL,0,26.28,0,0,0,22,3,1,11,2.0
BLX Masters,Attempted Murder,Blue,2023-10-12,ESLOL,0,30.57,0,0,0,38,5,1,11,1.0
BLX Masters,S2 Esports,Red,2023-10-12,ESLOL,1,30.57,1,1,1,38,5,1,11,1.0
BLX Masters,24 7 Tower Dive,Blue,2023-10-12,ESLOL,1,34.07,1,1,0,37,5,2,14,1.0
BLX Masters,Senshi eSports,Red,2023-10-12,ESLOL,0,34.07,0,0,1,37,5,2,14,1.0
BLX Masters,Meow Gaming Club,Blue,2023-10-12,ESLOL,1,24.77,1,0,1,41,3,1,11,3.0
BLX Masters,MonKings,Red,2023-10-12,ESLOL,0,24.77,0,1,0,41,3,1,11,3.0
BLX Masters,Vlaams Erfgoed,Blue,2023-10-12,ESLOL,1,22.92,0,1,0,37,3,1,13,3.0
BLX Masters,Domme Jongens,Red,2023-10-12,ESLOL,0,22.92,1,0,1,37,3,1,13,3.0
BLX Masters,Mind Blue eSports,Blue,2023-10-12,ESLOL,0,27.2,1,0,0,35,4,1,12,1.0
BLX Masters,La Menace Francophone,Red,2023-10-12,ESLOL,1,27.2,0,1,1,35,4,1,12,1.0
BLX Masters,Vlaams Erfgoed,Blue,2023-10-12,ESLOL,1,31.0,1,0,1,52,4,1,15,3.0
BLX Masters,Domme Jongens,Red,2023-10-12,ESLOL,0,31.0,0,1,0,52,4,1,15,3.0
BLX Masters,NXT,Blue,2023-10-12,ESLOL,1,36.1,1,1,0,47,5,2,17,1.0
BLX Masters,Once Upon A Team,Red,2023-10-12,ESLOL,0,36.1,0,0,1,47,5,2,17,1.0
BLX Masters,S2 Esports,Blue,2023-10-12,ESLOL,1,29.6,0,0,0,53,4,1,13,1.0
BLX Masters,Attempted Murder,Red,2023-10-12,ESLOL,0,29.6,1,1,1,53,4,1,13,1.0
BLX Masters,MonKings,Blue,2023-10-12,ESLOL,0,30.4,0,0,0,40,4,2,12,3.0
BLX Masters,Meow Gaming Club,Red,2023-10-12,ESLOL,1,30.4,1,1,1,40,4,2,12,3.0
BLX Masters,Senshi eSports,Blue,2023-10-12,ESLOL,0,42.0,0,0,0,60,6,2,16,3.0
BLX Masters,24 7 Tower Dive,Red,2023-10-12,ESLOL,1,42.0,1,1,1,60,6,2,16,3.0
BLX Masters,La Menace Francophone,Blue,2023-10-12,ESLOL,1,24.87,1,0,1,48,3,1,11,1.0
BLX Masters,Mind Blue eSports,Red,2023-10-12,ESLOL,0,24.87,0,1,0,48,3,1,11,1.0
BLX Masters,Senshi eSports,Blue,2023-10-12,ESLOL,0,36.63,0,0,1,37,5,3,13,1.0
BLX Masters,S2 Esports,Red,2023-10-12,ESLOL,1,36.63,1,1,0,37,5,3,13,1.0
BLX Masters,Once Upon A Team,Blue,2023-10-12,ESLOL,1,27.38,1,1,1,43,4,1,11,2.0
BLX Masters,MonKings,Red,2023-10-12,ESLOL,0,27.38,0,0,0,43,4,1,11,2.0
BLX Masters,Vlaams Erfgoed,Red,2023-10-12,ESLOL,0,27.38,0,0,0,43,4,1,11,2.0
BLX Masters,Once Upon A Team,Blue,2023-10-12,ESLOL,0,28.53,1,0,0,36,4,1,13,2.0
BLX Masters,Vlaams Erfgoed,Red,2023-10-12,ESLOL,1,28.53,0,1,1,36,4,1,13,2.0
BLX Masters,La Menace Francophone,Red,2023-10-12,ESLOL,1,28.53,0,1,1,36,4,1,13,2.0
BLX Masters,Senshi eSports,Blue,2023-10-12,ESLOL,1,21.67,1,1,1,37,3,1,10,2.0
BLX Masters,S2 Esports,Red,2023-10-12,ESLOL,0,21.67,0,0,0,37,3,1,10,2.0
BLX Masters,Once Upon A Team,Blue,2023-10-12,ESLOL,0,31.47,1,0,1,42,5,1,10,1.0
BLX Masters,Vlaams Erfgoed,Red,2023-10-12,ESLOL,1,31.47,0,1,0,42,5,1,10,1.0
BLX Masters,MonKings,Red,2023-10-12,ESLOL,1,31.47,0,1,0,42,5,1,10,1.0
BLX Masters,S2 Esports,Blue,2023-10-12,ESLOL,0,23.88,0,0,0,22,2,1,7,1.0
BLX Masters,Senshi eSports,Red,2023-10-12,ESLOL,1,23.88,1,1,1,22,2,1,7,1.0
,Movistar R7,Blue,2023-10-13,WLDS,0,26.37,1,0,0,25,4,1,11,2.0
,GAM Esports,Red,2023-10-13,WLDS,1,26.37,0,1,1,25,4,1,11,2.0
,Movistar R7,Blue,2023-10-13,WLDS,0,31.2,1,1,0,31,5,1,12,2.0
,GAM Esports,Red,2023-10-13,WLDS,1,31.2,0,0,1,31,5,1,12,2.0
,DetonatioN FocusMe,Blue,2023-10-13,WLDS,0,26.97,1,0,0,12,4,1,10,1.0
,Team BDS,Red,2023-10-13,WLDS,1,26.97,0,1,1,12,4,1,10,1.0
,Team BDS,Blue,2023-10-13,WLDS,1,28.48,0,1,1,27,3,2,11,2.0
,DetonatioN FocusMe,Red,2023-10-13,WLDS,0,28.48,1,0,0,27,3,2,11,2.0
,LOUD,Blue,2023-10-14,WLDS,0,35.47,1,1,1,36,4,2,12,2.0
,GAM Esports,Red,2023-10-14,WLDS,1,35.47,0,0,0,36,4,2,12,2.0
,LOUD,Blue,2023-10-14,WLDS,0,36.6,1,1,1,22,6,2,12,2.0
,GAM Esports,Red,2023-10-14,WLDS,1,36.6,0,0,0,22,6,2,12,2.0
,CTBC Flying Oyster,Blue,2023-10-14,WLDS,0,42.47,0,0,0,38,6,3,16,4.0
,Team BDS,Red,2023-10-14,WLDS,1,42.47,1,1,1,38,6,3,16,4.0
,CTBC Flying Oyster,Blue,2023-10-14,WLDS,0,28.55,1,1,1,23,4,1,13,2.0
,Team BDS,Red,2023-10-14,WLDS,1,28.55,0,0,0,23,4,1,13,2.0
,GAM Esports,Blue,2023-10-15,WLDS,1,27.12,0,1,1,25,3,1,13,1.0
,Team Whales,Red,2023-10-15,WLDS,0,27.12,1,0,0,25,3,1,13,1.0
,GAM Esports,Blue,2023-10-15,WLDS,0,27.5,0,0,0,23,4,1,14,2.0
,Team Whales,Red,2023-10-15,WLDS,1,27.5,1,1,1,23,4,1,14,2.0
,GAM Esports,Blue,2023-10-15,WLDS,1,32.78,1,1,1,37,5,2,12,1.0
,Team Whales,Red,2023-10-15,WLDS,0,32.78,0,0,0,37,5,2,12,1.0
,GAM Esports,Blue,2023-10-15,WLDS,1,27.53,1,1,0,39,3,1,10,1.0
,Team Whales,Red,2023-10-15,WLDS,0,27.53,0,0,1,39,3,1,10,1.0
,TALON,Blue,2023-10-15,WLDS,1,34.47,0,0,0,14,5,1,13,3.0
,Team BDS,Red,2023-10-15,WLDS,0,34.47,1,1,1,14,5,1,13,3.0
,Team BDS,Blue,2023-10-15,WLDS,0,28.18,1,0,1,22,4,1,12,3.0
,TALON,Red,2023-10-15,WLDS,1,28.18,0,1,0,22,4,1,12,3.0
,Team BDS,Blue,2023-10-15,WLDS,1,40.65,0,0,0,43,6,2,15,3.0
,TALON,Red,2023-10-15,WLDS,0,40.65,1,1,1,43,6,2,15,3.0
,TALON,Blue,2023-10-15,WLDS,0,26.65,0,0,1,32,4,1,9,1.0
,Team BDS,Red,2023-10-15,WLDS,1,26.65,1,1,0,32,4,1,9,1.0
,TALON,Blue,2023-10-15,WLDS,0,43.9,1,0,0,19,7,3,17,5.0
,Team BDS,Red,2023-10-15,WLDS,1,43.9,0,1,1,19,7,3,17,5.0
,DSYRE,Blue,2023-10-16,PGN,1,31.9,1,0,0,24,5,2,12,2.0
,Macko Esports,Red,2023-10-16,PGN,0,31.9,0,1,1,24,5,2,12,2.0
,Macko Esports,Blue,2023-10-16,PGN,1,30.7,1,0,1,29,4,2,13,1.0
,DSYRE,Red,2023-10-16,PGN,0,30.7,0,1,0,29,4,2,13,1.0
,DSYRE,Blue,2023-10-16,PGN,0,27.05,1,0,1,28,4,1,11,2.0
,Macko Esports,Red,2023-10-16,PGN,1,27.05,0,1,0,28,4,1,11,2.0
,Atleta Esport,Blue,2023-10-16,PGN,1,31.75,0,0,1,38,5,2,11,1.0
,aNc Outplayed,Red,2023-10-16,PGN,0,31.75,1,1,0,38,5,2,11,1.0
,Atleta Esport,Blue,2023-10-16,PGN,1,25.85,0,1,1,33,4,1,13,2.0
,aNc Outplayed,Red,2023-10-16,PGN,0,25.85,1,0,0,33,4,1,13,2.0
,Movistar KOI,Blue,2023-10-17,IC,1,18.5,1,1,1,19,2,0,9,1.0
,ZETA,Red,2023-10-17,IC,0,18.5,0,0,0,19,2,0,9,1.0
,Movistar KOI,Blue,2023-10-17,IC,1,19.02,0,0,1,30,1,0,9,1.0
,ZETA,Red,2023-10-17,IC,0,19.02,1,1,0,30,1,0,9,1.0
,Atleta Esport,Blue,2023-10-17,PGN,0,49.02,1,1,1,42,6,3,15,1.0
,DSYRE,Red,2023-10-17,PGN,1,49.02,0,0,0,42,6,3,15,1.0
,Kawaii Kiwis,Blue,2023-10-17,IC,1,31.68,1,1,1,30,4,1,12,2.0
,ECORP,Red,2023-10-17,IC,0,31.68,0,0,0,30,4,1,12,2.0
,Kawaii Kiwis,Blue,2023-10-17,IC,1,24.05,1,1,1,30,3,1,9,2.0
,ECORP,Red,2023-10-17,IC,0,24.05,0,0,0,30,3,1,9,2.0
,Atleta Esport,Blue,2023-10-17,PGN,0,33.35,0,0,0,40,5,2,12,2.0
,DSYRE,Red,2023-10-17,PGN,1,33.35,1,1,1,40,5,2,12,2.0
,Giants,Blue,2023-10-18,IC,1,30.4,1,1,1,41,4,2,10,2.0
