split,teamname,side,date,league,result,gamelength,firstblood,firstdragon,firsttower,totalKills,totalDragons,totalBarons,totalTowers,totalInhibitors
Spring,Fnatic,Blue,2014-01-14,EU LCS,1,32.07,1,0,1,26,0,1,11,2.0
Spring,Gambit Gaming,Red,2014-01-14,EU LCS,0,32.07,0,1,0,26,0,1,11,2.0
Spring,Copenhagen Wolves,Blue,2014-01-14,EU LCS,1,41.23,0,0,0,23,0,1,14,1.0
Spring,Alliance,Red,2014-01-14,EU LCS,0,41.23,1,1,1,23,0,1,14,1.0
Spring,Alliance,Blue,2014-01-14,EU LCS,0,43.82,0,1,1,23,0,1,12,3.0
Spring,Fnatic,Red,2014-01-14,EU LCS,1,43.82,1,0,0,23,0,1,12,3.0
Spring,Gambit Gaming,Blue,2014-01-14,EU LCS,1,30.62,0,0,1,31,0,2,13,1.0
Spring,Copenhagen Wolves,Red,2014-01-14,EU LCS,0,30.62,1,1,0,31,0,2,13,1.0
Spring,SK Gaming,Blue,2014-01-14,EU LCS,0,50.72,0,0,1,37,0,2,13,4.0
Spring,Millenium,Red,2014-01-14,EU LCS,1,50.72,1,1,0,37,0,2,13,4.0
Spring,SUPA HOT CREW,Blue,2014-01-15,EU LCS,1,42.43,0,1,0,34,0,1,14,3.0
Spring,Alliance,Red,2014-01-15,EU LCS,0,42.43,1,0,1,34,0,1,14,3.0
Spring,Fnatic,Blue,2014-01-15,EU LCS,1,29.75,0,1,0,25,0,0,11,2.0
Spring,SK Gaming,Red,2014-01-15,EU LCS,0,29.75,1,0,1,25,0,0,11,2.0
Spring,Copenhagen Wolves,Blue,2014-01-15,EU LCS,0,55.53,0,0,1,29,0,3,19,5.0
Spring,SK Gaming,Red,2014-01-15,EU LCS,1,55.53,1,1,0,29,0,3,19,5.0
Spring,Team ROCCAT,Blue,2014-01-15,EU LCS,1,29.4,1,1,1,14,0,1,9,3.0
Spring,Millenium,Red,2014-01-15,EU LCS,0,29.4,0,0,0,14,0,1,9,3.0
Spring,SK Gaming,Blue,2014-01-16,EU LCS,1,40.67,0,0,1,28,0,1,9,1.0
Spring,SUPA HOT CREW,Red,2014-01-16,EU LCS,0,40.67,1,1,0,28,0,1,9,1.0
Spring,Gambit Gaming,Blue,2014-01-16,EU LCS,1,46.2,0,0,1,39,0,2,14,2.0
Spring,SUPA HOT CREW,Red,2014-01-16,EU LCS,0,46.2,1,1,0,39,0,2,14,2.0
Spring,Alliance,Blue,2014-01-16,EU LCS,0,46.38,1,0,0,27,0,1,14,3.0
Spring,Team ROCCAT,Red,2014-01-16,EU LCS,1,46.38,0,1,1,27,0,1,14,3.0
Spring,Cloud9,Blue,2014-01-17,NA LCS,1,47.47,0,1,1,26,0,3,15,5.0
Spring,TSM,Red,2014-01-17,NA LCS,0,47.47,1,0,0,26,0,3,15,5.0
Spring,Evil Geniuses,Blue,2014-01-17,NA LCS,0,30.25,1,0,0,26,0,1,11,3.0
Spring,XDG Gaming,Red,2014-01-17,NA LCS,1,30.25,0,1,1,26,0,1,11,3.0
Spring,Team Curse,Blue,2014-01-17,NA LCS,1,38.28,1,1,1,23,0,2,11,1.0
Spring,Team Coast,Red,2014-01-17,NA LCS,0,38.28,0,0,0,23,0,2,11,1.0
Spring,XDG Gaming,Blue,2014-01-17,NA LCS,0,36.42,0,0,0,28,0,1,14,3.0
Spring,Cloud9,Red,2014-01-17,NA LCS,1,36.42,1,1,1,28,0,1,14,3.0
Spring,TSM,Blue,2014-01-18,NA LCS,1,39.3,1,0,1,43,0,2,12,2.0
Spring,Evil Geniuses,Red,2014-01-18,NA LCS,0,39.3,0,1,0,43,0,2,12,2.0
Spring,Counter Logic Gaming,Blue,2014-01-18,NA LCS,1,39.78,1,0,0,23,0,1,13,3.0
Spring,Dignitas,Red,2014-01-18,NA LCS,0,39.78,0,1,1,23,0,1,13,3.0
Spring,Team Curse,Blue,2014-01-18,NA LCS,1,36.15,1,1,0,41,0,2,11,3.0
Spring,XDG Gaming,Red,2014-01-18,NA LCS,0,36.15,0,0,1,41,0,2,11,3.0
Spring,Cloud9,Blue,2014-01-18,NA LCS,1,30.77,1,1,0,29,0,1,14,2.0
Spring,Counter Logic Gaming,Red,2014-01-18,NA LCS,0,30.77,0,0,1,29,0,1,14,2.0
Spring,Dignitas,Blue,2014-01-18,NA LCS,0,22.8,0,0,0,22,0,1,10,2.0
Spring,TSM,Red,2014-01-18,NA LCS,1,22.8,1,1,1,22,0,1,10,2.0
Spring,Evil Geniuses,Blue,2014-01-18,NA LCS,1,33.03,0,1,0,19,0,1,12,2.0
Spring,Counter Logic Gaming,Red,2014-01-18,NA LCS,0,33.03,1,0,1,19,0,1,12,2.0
Spring,Team Coast,Blue,2014-01-18,NA LCS,0,31.0,0,1,1,18,0,2,12,3.0
Spring,Dignitas,Red,2014-01-18,NA LCS,1,31.0,1,0,0,18,0,2,12,3.0
Spring,Counter Logic Gaming,Blue,2014-01-19,NA LCS,1,24.92,1,1,1,4,0,1,10,1.0
Spring,Team Curse,Red,2014-01-19,NA LCS,0,24.92,0,0,0,4,0,1,10,1.0
Spring,Dignitas,Blue,2014-01-19,NA LCS,1,37.72,1,0,1,22,0,2,16,6.0
Spring,Cloud9,Red,2014-01-19,NA LCS,0,37.72,0,1,0,22,0,2,16,6.0
Spring,Team Coast,Blue,2014-01-19,NA LCS,1,37.13,0,0,0,27,0,2,12,2.0
Spring,Evil Geniuses,Red,2014-01-19,NA LCS,0,37.13,1,1,1,27,0,2,12,2.0
Spring,TSM,Blue,2014-01-19,NA LCS,1,35.55,0,1,0,24,0,1,12,1.0
Spring,Team Curse,Red,2014-01-19,NA LCS,0,35.55,1,0,1,24,0,1,12,1.0
Spring,XDG Gaming,Blue,2014-01-19,NA LCS,0,37.03,0,0,0,17,0,2,12,2.0
Spring,Team Coast,Red,2014-01-19,NA LCS,1,37.03,1,1,1,17,0,2,12,2.0
Spring,Millenium,Blue,2014-01-23,EU LCS,0,32.08,0,0,1,19,0,1,13,1.0
Spring,Alliance,Red,2014-01-23,EU LCS,1,32.08,1,1,0,19,0,1,13,1.0
Spring,Team ROCCAT,Blue,2014-01-23,EU LCS,1,48.13,0,1,1,16,0,1,12,2.0
Spring,SUPA HOT CREW,Red,2014-01-23,EU LCS,0,48.13,1,0,0,16,0,1,12,2.0
Spring,Copenhagen Wolves,Blue,2014-01-23,EU LCS,1,34.57,0,0,1,28,0,0,11,2.0
Spring,Millenium,Red,2014-01-23,EU LCS,0,34.57,1,1,0,28,0,0,11,2.0
Spring,Gambit Gaming,Blue,2014-01-23,EU LCS,1,42.13,1,0,0,30,0,2,14,4.0
Spring,SK Gaming,Red,2014-01-23,EU LCS,0,42.13,0,1,1,30,0,2,14,4.0
Spring,Alliance,Blue,2014-01-24,EU LCS,1,37.6,1,0,0,27,0,1,11,1.0
Spring,Copenhagen Wolves,Red,2014-01-24,EU LCS,0,37.6,0,1,1,27,0,1,11,1.0
Spring,Team ROCCAT,Blue,2014-01-24,EU LCS,1,41.0,1,1,1,24,0,2,11,2.0
Spring,Gambit Gaming,Red,2014-01-24,EU LCS,0,41.0,0,0,0,24,0,2,11,2.0
Spring,Fnatic,Blue,2014-01-24,EU LCS,1,38.2,1,1,1,19,0,1,13,4.0
Spring,SUPA HOT CREW,Red,2014-01-24,EU LCS,0,38.2,0,0,0,19,0,1,13,4.0
Spring,Millenium,Blue,2014-01-24,EU LCS,1,48.63,1,1,0,33,0,2,14,5.0
Spring,SK Gaming,Red,2014-01-24,EU LCS,0,48.63,0,0,1,33,0,2,14,5.0
Spring,Dignitas,Blue,2014-01-25,NA LCS,1,38.57,0,0,0,28,0,2,15,3.0
Spring,XDG Gaming,Red,2014-01-25,NA LCS,0,38.57,1,1,1,28,0,2,15,3.0
Spring,Team Coast,Blue,2014-01-25,NA LCS,0,32.18,0,1,1,18,0,2,12,4.0
Spring,Team Curse,Red,2014-01-25,NA LCS,1,32.18,1,0,0,18,0,2,12,4.0
Spring,Evil Geniuses,Blue,2014-01-25,NA LCS,0,28.32,1,1,0,24,0,1,13,2.0
Spring,Dignitas,Red,2014-01-25,NA LCS,1,28.32,0,0,1,24,0,1,13,2.0
Spring,TSM,Blue,2014-01-25,NA LCS,1,38.65,1,0,1,35,0,2,12,4.0
Spring,Counter Logic Gaming,Red,2014-01-25,NA LCS,0,38.65,0,1,0,35,0,2,12,4.0
Spring,Cloud9 Tempest,Blue,2014-01-26,NA CS,0,41.88,1,0,1,26,0,1,12,1.0
Spring,Dadslammers,Red,2014-01-26,NA CS,1,41.88,0,1,0,26,0,1,12,1.0
Spring,Dadslammers,Blue,2014-01-26,NA CS,1,47.37,0,1,1,31,0,6,14,2.0
Spring,Cloud9 Tempest,Red,2014-01-26,NA CS,0,47.37,1,0,0,31,0,6,14,2.0
Spring,XDG Gaming,Blue,2014-01-26,NA LCS,0,40.83,1,0,1,27,0,2,13,2.0
Spring,Evil Geniuses,Red,2014-01-26,NA LCS,1,40.83,0,1,0,27,0,2,13,2.0
Spring,Team Coast,Blue,2014-01-26,NA LCS,0,30.33,0,0,0,24,0,1,13,2.0
Spring,TSM,Red,2014-01-26,NA LCS,1,30.33,1,1,1,24,0,1,13,2.0
Spring,Cloud9,Blue,2014-01-26,NA LCS,1,33.75,1,1,1,19,0,1,10,1.0
Spring,Team Curse,Red,2014-01-26,NA LCS,0,33.75,0,0,0,19,0,1,10,1.0
Spring,Dignitas,Blue,2014-01-26,NA LCS,1,24.78,1,1,0,23,0,1,13,1.0
Spring,Counter Logic Gaming,Red,2014-01-26,NA LCS,0,24.78,0,0,1,23,0,1,13,1.0
Spring,y so E-Sports,Blue,2014-01-26,NA CS,0,30.48,0,0,1,25,0,1,12,2.0
Spring,LMQ,Red,2014-01-26,NA CS,1,30.48,1,1,0,25,0,1,12,2.0
Spring,Gambit Gaming,Blue,2014-01-30,EU LCS,1,37.13,1,1,1,17,0,2,11,3.0
Spring,Alliance,Red,2014-01-30,EU LCS,0,37.13,0,0,0,17,0,2,11,3.0
Spring,Team ROCCAT,Blue,2014-01-30,EU LCS,0,51.03,0,0,1,26,0,3,17,2.0
Spring,Fnatic,Red,2014-01-30,EU LCS,1,51.03,1,1,0,26,0,3,17,2.0
Spring,SUPA HOT CREW,Blue,2014-01-30,EU LCS,1,47.83,0,1,1,29,0,0,14,1.0
Spring,SK Gaming,Red,2014-01-30,EU LCS,0,47.83,1,0,0,29,0,0,14,1.0
Spring,Copenhagen Wolves,Blue,2014-01-30,EU LCS,0,52.65,0,1,1,41,0,2,17,5.0
Spring,Fnatic,Red,2014-01-30,EU LCS,1,52.65,1,0,0,41,0,2,17,5.0
Spring,Alliance,Blue,2014-01-31,EU LCS,0,36.13,1,0,1,21,0,1,10,2.0
Spring,SK Gaming,Red,2014-01-31,EU LCS,1,36.13,0,1,0,21,0,1,10,2.0
Spring,SUPA HOT CREW,Blue,2014-01-31,EU LCS,1,35.87,1,1,1,28,0,2,13,3.0
Spring,Copenhagen Wolves,Red,2014-01-31,EU LCS,0,35.87,0,0,0,28,0,2,13,3.0
Spring,SK Gaming,Blue,2014-01-31,EU LCS,1,35.6,1,1,0,20,0,1,10,1.0
Spring,Team ROCCAT,Red,2014-01-31,EU LCS,0,35.6,0,0,1,20,0,1,10,1.0
Spring,Gambit Gaming,Blue,2014-01-31,EU LCS,1,50.57,0,1,0,41,0,2,14,4.0
Spring,Fnatic,Red,2014-01-31,EU LCS,0,50.57,1,0,1,41,0,2,14,4.0
Spring,TSM,Blue,2014-02-01,NA LCS,1,31.33,1,1,0,8,0,2,12,2.0
Spring,XDG Gaming,Red,2014-02-01,NA LCS,0,31.33,0,0,1,8,0,2,12,2.0
Spring,Team Coast,Blue,2014-02-01,NA LCS,0,40.8,1,0,1,34,0,2,15,3.0
Spring,Cloud9,Red,2014-02-01,NA LCS,1,40.8,0,1,0,34,0,2,15,3.0
Spring,Team Curse,Blue,2014-02-01,NA LCS,0,42.98,1,1,1,20,0,3,17,3.0
Spring,Counter Logic Gaming,Red,2014-02-01,NA LCS,1,42.98,0,0,0,20,0,3,17,3.0
Spring,Evil Geniuses,Blue,2014-02-01,NA LCS,0,32.08,0,1,0,25,0,0,15,1.0
Spring,Cloud9,Red,2014-02-01,NA LCS,1,32.08,1,0,1,25,0,0,15,1.0
Spring,Determined Gaming,Blue,2014-02-02,NA CS,1,30.42,1,1,1,15,0,2,8,1.0
Spring,Curse Academy,Red,2014-02-02,NA CS,0,30.42,0,0,0,15,0,2,8,1.0
Spring,Curse Academy,Blue,2014-02-02,NA CS,0,36.62,1,0,1,38,0,2,13,1.0
Spring,Determined Gaming,Red,2014-02-02,NA CS,1,36.62,0,1,0,38,0,2,13,1.0
Spring,XDG Gaming,Blue,2014-02-02,NA LCS,1,45.52,0,1,0,31,0,1,15,1.0
Spring,Counter Logic Gaming,Red,2014-02-02,NA LCS,0,45.52,1,0,1,31,0,1,15,1.0
Spring,Team Curse,Blue,2014-02-02,NA LCS,0,44.28,0,0,0,28,0,2,13,4.0
Spring,Evil Geniuses,Red,2014-02-02,NA LCS,1,44.28,1,1,1,28,0,2,13,4.0
Spring,Counter Logic Gaming,Blue,2014-02-02,NA LCS,1,35.53,0,0,1,26,0,1,10,1.0
Spring,Team Coast,Red,2014-02-02,NA LCS,0,35.53,1,1,0,26,0,1,10,1.0
Spring,TSM,Blue,2014-02-02,NA LCS,1,37.13,1,0,1,23,0,2,14,2.0
Spring,Cloud9,Red,2014-02-02,NA LCS,0,37.13,0,1,0,23,0,2,14,2.0
Spring,COGnitive Gaming,Blue,2014-02-03,NA CS,1,36.87,1,1,1,29,0,2,14,4.0
Spring,vVv Gaming White,Red,2014-02-03,NA CS,0,36.87,0,0,0,29,0,2,14,4.0
Spring,vVv Gaming White,Blue,2014-02-03,NA CS,1,42.05,1,1,1,27,0,1,12,4.0
Spring,COGnitive Gaming,Red,2014-02-03,NA CS,0,42.05,0,0,0,27,0,1,12,4.0
Spring,COGnitive Gaming,Blue,2014-02-03,NA CS,1,58.67,1,1,0,38,0,5,16,5.0
Spring,vVv Gaming White,Red,2014-02-03,NA CS,0,58.67,0,0,1,38,0,5,16,5.0
Spring,Fnatic,Blue,2014-02-06,EU LCS,0,43.17,0,0,0,25,0,2,12,5.0
Spring,Alliance,Red,2014-02-06,EU LCS,1,43.17,1,1,1,25,0,2,12,5.0
Spring,Millenium,Blue,2014-02-06,EU LCS,0,47.6,1,0,0,25,0,3,15,6.0
Spring,Team ROCCAT,Red,2014-02-06,EU LCS,1,47.6,0,1,1,25,0,3,15,6.0
Spring,Copenhagen Wolves,Blue,2014-02-06,EU LCS,0,48.57,0,0,1,27,0,2,10,1.0
Spring,Gambit Gaming,Red,2014-02-06,EU LCS,1,48.57,1,1,0,27,0,2,10,1.0
Spring,SUPA HOT CREW,Blue,2014-02-06,EU LCS,0,34.17,0,0,0,34,0,1,13,2.0
Spring,Millenium,Red,2014-02-06,EU LCS,1,34.17,1,1,1,34,0,1,13,2.0
Spring,SK Gaming,Blue,2014-02-07,EU LCS,0,47.98,0,0,0,18,0,2,15,3.0
Spring,Copenhagen Wolves,Red,2014-02-07,EU LCS,1,47.98,1,1,1,18,0,2,15,3.0
Spring,SUPA HOT CREW,Blue,2014-02-07,EU LCS,1,26.05,1,0,1,14,0,1,9,1.0
Spring,Gambit Gaming,Red,2014-02-07,EU LCS,0,26.05,0,1,0,14,0,1,9,1.0
Spring,Fnatic,Blue,2014-02-07,EU LCS,0,32.12,0,0,0,19,0,2,9,2.0
Spring,Team ROCCAT,Red,2014-02-07,EU LCS,1,32.12,1,1,1,19,0,2,9,2.0
Spring,Alliance,Blue,2014-02-07,EU LCS,1,32.0,0,1,1,30,0,1,14,3.0
Spring,Millenium,Red,2014-02-07,EU LCS,0,32.0,1,0,0,30,0,1,14,3.0
Spring,Cloud9,Blue,2014-02-08,NA LCS,1,29.17,1,1,0,21,0,1,13,3.0
Spring,XDG Gaming,Red,2014-02-08,NA LCS,0,29.17,0,0,1,21,0,1,13,3.0
Spring,Dignitas,Blue,2014-02-08,NA LCS,1,41.83,0,0,1,30,0,1,14,2.0
Spring,Team Coast,Red,2014-02-08,NA LCS,0,41.83,1,1,0,30,0,1,14,2.0
Spring,Evil Geniuses,Blue,2014-02-08,NA LCS,0,36.2,1,1,1,48,0,1,9,0.0
Spring,TSM,Red,2014-02-08,NA LCS,1,36.2,0,0,0,48,0,1,9,0.0
Spring,Team Curse,Blue,2014-02-08,NA LCS,1,40.35,1,0,1,32,0,1,11,1.0
Spring,Dignitas,Red,2014-02-08,NA LCS,0,40.35,0,1,0,32,0,1,11,1.0
Spring,LMQ,Blue,2014-02-08,NA CS,1,26.0,1,1,1,35,0,1,8,1.0
Spring,Dadslammers,Red,2014-02-08,NA CS,0,26.0,0,0,0,35,0,1,8,1.0
Spring,Dadslammers,Blue,2014-02-09,NA CS,0,30.05,0,1,0,48,0,0,10,2.0
Spring,LMQ,Red,2014-02-09,NA CS,1,30.05,1,0,1,48,0,0,10,2.0
Spring,Counter Logic Gaming,Blue,2014-02-09,NA LCS,1,30.57,0,0,1,25,0,1,10,2.0
Spring,Evil Geniuses,Red,2014-02-09,NA LCS,0,30.57,1,1,0,25,0,1,10,2.0
Spring,Team Curse,Blue,2014-02-09,NA LCS,0,29.65,1,0,1,22,0,1,13,2.0
Spring,TSM,Red,2014-02-09,NA LCS,1,29.65,0,1,0,22,0,1,13,2.0
Spring,Cloud9,Blue,2014-02-09,NA LCS,1,35.9,1,0,1,21,0,1,13,2.0
Spring,Team Coast,Red,2014-02-09,NA LCS,0,35.9,0,1,0,21,0,1,13,2.0
Spring,XDG Gaming,Blue,2014-02-09,NA LCS,1,50.53,0,0,0,30,0,2,14,3.0
Spring,Dignitas,Red,2014-02-09,NA LCS,0,50.53,1,1,1,30,0,2,14,3.0
Spring,Determined Gaming,Blue,2014-02-10,NA CS,1,27.25,1,1,1,17,0,1,9,2.0
Spring,COGnitive Gaming,Red,2014-02-10,NA CS,0,27.25,0,0,0,17,0,1,9,2.0
Spring,COGnitive Gaming,Blue,2014-02-10,NA CS,0,35.38,1,1,0,27,0,1,12,2.0
Spring,Determined Gaming,Red,2014-02-10,NA CS,1,35.38,0,0,1,27,0,1,12,2.0
Spring,SK Gaming,Blue,2014-02-13,EU LCS,1,42.88,0,0,0,26,0,2,14,5.0
Spring,Fnatic,Red,2014-02-13,EU LCS,0,42.88,1,1,1,26,0,2,14,5.0
Spring,Copenhagen Wolves,Blue,2014-02-13,EU LCS,0,37.07,1,0,1,24,0,1,12,2.0
Spring,SUPA HOT CREW,Red,2014-02-13,EU LCS,1,37.07,0,1,0,24,0,1,12,2.0
Spring,Team ROCCAT,Blue,2014-02-13,EU LCS,1,41.3,0,0,1,18,0,1,14,1.0
Spring,Alliance,Red,2014-02-13,EU LCS,0,41.3,1,1,0,18,0,1,14,1.0
Spring,Gambit Gaming,Blue,2014-02-13,EU LCS,1,43.38,0,1,1,18,0,2,12,2.0
Spring,Millenium,Red,2014-02-13,EU LCS,0,43.38,1,0,0,18,0,2,12,2.0
Spring,Alliance,Blue,2014-02-14,EU LCS,0,37.6,1,0,0,29,0,1,16,4.0
Spring,SUPA HOT CREW,Red,2014-02-14,EU LCS,1,37.6,0,1,1,29,0,1,16,4.0
Spring,Fnatic,Blue,2014-02-14,EU LCS,0,37.0,1,0,1,30,0,1,14,1.0
Spring,Millenium,Red,2014-02-14,EU LCS,1,37.0,0,1,0,30,0,1,14,1.0
Spring,Copenhagen Wolves,Blue,2014-02-14,EU LCS,0,39.23,1,1,1,31,0,2,14,1.0
Spring,Team ROCCAT,Red,2014-02-14,EU LCS,1,39.23,0,0,0,31,0,2,14,1.0
Spring,SK Gaming,Blue,2014-02-14,EU LCS,1,34.7,1,0,1,20,0,1,10,2.0
Spring,Gambit Gaming,Red,2014-02-14,EU LCS,0,34.7,0,1,0,20,0,1,10,2.0
Spring,Ninjas in Pyjamas,Blue,2014-02-14,EU CS,0,67.7,1,1,0,45,0,4,21,10.0
Spring,Cloud9 Eclipse,Red,2014-02-14,EU CS,1,67.7,0,0,1,45,0,4,21,10.0
Spring,Cloud9 Eclipse,Blue,2014-02-14,EU CS,1,30.3,1,1,0,23,0,0,11,2.0
Spring,Ninjas in Pyjamas,Red,2014-02-14,EU CS,0,30.3,0,0,1,23,0,0,11,2.0
Spring,Counter Logic Gaming,Blue,2014-02-15,NA LCS,1,34.37,1,1,0,35,0,1,11,3.0
Spring,Cloud9,Red,2014-02-15,NA LCS,0,34.37,0,0,1,35,0,1,11,3.0
Spring,Evil Geniuses,Blue,2014-02-15,NA LCS,1,37.37,1,0,1,54,0,0,11,1.0
Spring,Team Curse,Red,2014-02-15,NA LCS,0,37.37,0,1,0,54,0,0,11,1.0
Spring,Team Coast,Blue,2014-02-15,NA LCS,1,40.17,1,1,1,38,0,2,14,1.0
Spring,XDG Gaming,Red,2014-02-15,NA LCS,0,40.17,0,0,0,38,0,2,14,1.0
Spring,TSM,Blue,2014-02-15,NA LCS,1,37.03,1,0,1,24,0,2,16,4.0
Spring,Dignitas,Red,2014-02-15,NA LCS,0,37.03,0,1,0,24,0,2,16,4.0
Spring,COGnitive Gaming,Blue,2014-02-16,NA CS,1,36.97,0,0,1,44,0,2,13,1.0
Spring,compLexity.Red,Red,2014-02-16,NA CS,0,36.97,1,1,0,44,0,2,13,1.0
Spring,COGnitive Gaming,Blue,2014-02-16,NA CS,0,33.62,1,0,1,43,0,1,12,3.0
Spring,compLexity.Red,Red,2014-02-16,NA CS,1,33.62,0,1,0,43,0,1,12,3.0
Spring,XDG Gaming,Blue,2014-02-16,NA LCS,0,40.22,0,0,1,27,0,1,14,1.0
Spring,Team Curse,Red,2014-02-16,NA LCS,1,40.22,1,1,0,27,0,1,14,1.0
Spring,Cloud9,Blue,2014-02-16,NA LCS,1,31.18,1,0,1,31,0,1,12,2.0
Spring,Dignitas,Red,2014-02-16,NA LCS,0,31.18,0,1,0,31,0,1,12,2.0
Spring,Evil Geniuses,Blue,2014-02-16,NA LCS,0,52.78,0,1,1,27,0,4,19,5.0
Spring,Team Coast,Red,2014-02-16,NA LCS,1,52.78,1,0,0,27,0,4,19,5.0
Spring,Counter Logic Gaming,Blue,2014-02-16,NA LCS,0,42.02,1,0,1,40,0,2,14,3.0
Spring,TSM,Red,2014-02-16,NA LCS,1,42.02,0,1,0,40,0,2,14,3.0
Spring,compLexity.Black,Blue,2014-02-17,NA CS,0,35.05,1,0,1,27,0,1,11,1.0
Spring,LMQ,Red,2014-02-17,NA CS,1,35.05,0,1,0,27,0,1,11,1.0
Spring,LMQ,Blue,2014-02-17,NA CS,1,41.35,0,0,0,35,0,1,14,2.0
Spring,compLexity.Black,Red,2014-02-17,NA CS,0,41.35,1,1,1,35,0,1,14,2.0
Spring,Millenium,Blue,2014-02-20,EU LCS,0,56.5,1,1,1,22,0,2,15,5.0
Spring,Copenhagen Wolves,Red,2014-02-20,EU LCS,1,56.5,0,0,0,22,0,2,15,5.0
Spring,Gambit Gaming,Blue,2014-02-20,EU LCS,0,34.1,0,1,1,18,0,1,12,2.0
Spring,Team ROCCAT,Red,2014-02-20,EU LCS,1,34.1,1,0,0,18,0,1,12,2.0
Spring,SUPA HOT CREW,Blue,2014-02-20,EU LCS,1,38.92,0,1,1,28,0,1,11,1.0
Spring,Fnatic,Red,2014-02-20,EU LCS,0,38.92,1,0,0,28,0,1,11,1.0
Spring,SK Gaming,Blue,2014-02-20,EU LCS,0,35.55,0,0,0,30,0,2,12,2.0
Spring,Alliance,Red,2014-02-20,EU LCS,1,35.55,1,1,1,30,0,2,12,2.0
Spring,Fnatic,Blue,2014-02-21,EU LCS,0,28.65,0,0,0,18,0,1,14,3.0
Spring,Copenhagen Wolves,Red,2014-02-21,EU LCS,1,28.65,1,1,1,18,0,1,14,3.0
Spring,Gambit Gaming,Blue,2014-02-21,EU LCS,1,38.87,0,0,1,16,0,1,13,3.0
Spring,SUPA HOT CREW,Red,2014-02-21,EU LCS,0,38.87,1,1,0,16,0,1,13,3.0
Spring,Team ROCCAT,Blue,2014-02-21,EU LCS,0,24.33,1,0,0,11,0,1,9,1.0
Spring,SK Gaming,Red,2014-02-21,EU LCS,1,24.33,0,1,1,11,0,1,9,1.0
Spring,Millenium,Blue,2014-02-21,EU LCS,1,36.73,0,1,0,30,0,1,12,1.0
Spring,Alliance,Red,2014-02-21,EU LCS,0,36.73,1,0,1,30,0,1,12,1.0
Spring,Dignitas,Blue,2014-02-22,NA LCS,0,30.3,0,0,0,20,0,1,12,3.0
Spring,Evil Geniuses,Red,2014-02-22,NA LCS,1,30.3,1,1,1,20,0,1,12,3.0
Spring,TSM,Blue,2014-02-22,NA LCS,0,43.6,0,0,1,45,0,3,13,5.0
Spring,Team Coast,Red,2014-02-22,NA LCS,1,43.6,1,1,0,45,0,3,13,5.0
Spring,Team Curse,Blue,2014-02-22,NA LCS,0,36.18,1,0,0,27,0,2,10,1.0
Spring,Cloud9,Red,2014-02-22,NA LCS,1,36.18,0,1,1,27,0,2,10,1.0
Spring,Counter Logic Gaming,Blue,2014-02-22,NA LCS,1,23.27,1,0,1,24,0,1,8,1.0
Spring,XDG Gaming,Red,2014-02-22,NA LCS,0,23.27,0,1,0,24,0,1,8,1.0
Spring,Cloud9,Blue,2014-02-23,NA LCS,1,31.35,1,0,1,28,0,1,9,1.0
Spring,Evil Geniuses,Red,2014-02-23,NA LCS,0,31.35,0,1,0,28,0,1,9,1.0
Spring,TSM,Blue,2014-02-23,NA LCS,1,29.37,1,1,1,16,0,1,9,1.0
Spring,Team Curse,Red,2014-02-23,NA LCS,0,29.37,0,0,0,16,0,1,9,1.0
Spring,Team Coast,Blue,2014-02-23,NA LCS,0,33.78,0,0,1,17,0,1,11,1.0
Spring,Counter Logic Gaming,Red,2014-02-23,NA LCS,1,33.78,1,1,0,17,0,1,11,1.0
Spring,Dignitas,Blue,2014-02-23,NA LCS,1,38.17,1,0,1,23,0,1,12,5.0
Spring,XDG Gaming,Red,2014-02-23,NA LCS,0,38.17,0,1,0,23,0,1,12,5.0
Spring,Alliance,Blue,2014-02-27,EU LCS,1,35.63,0,0,1,29,0,1,10,2.0
Spring,Fnatic,Red,2014-02-27,EU LCS,0,35.63,1,1,0,29,0,1,10,2.0
Spring,SK Gaming,Blue,2014-02-27,EU LCS,1,36.92,1,1,0,19,0,1,13,3.0
Spring,SUPA HOT CREW,Red,2014-02-27,EU LCS,0,36.92,0,0,1,19,0,1,13,3.0
Spring,Millenium,Blue,2014-02-27,EU LCS,0,35.43,0,0,1,26,0,1,13,2.0
Spring,Gambit Gaming,Red,2014-02-27,EU LCS,1,35.43,1,1,0,26,0,1,13,2.0
Spring,Team ROCCAT,Blue,2014-02-27,EU LCS,0,45.55,0,0,0,21,0,2,13,2.0
Spring,Copenhagen Wolves,Red,2014-02-27,EU LCS,1,45.55,1,1,1,21,0,2,13,2.0
Spring,Fnatic,Blue,2014-02-28,EU LCS,1,35.58,1,0,1,17,0,1,10,1.0
Spring,Gambit Gaming,Red,2014-02-28,EU LCS,0,35.58,0,1,0,17,0,1,10,1.0
Spring,Copenhagen Wolves,Blue,2014-02-28,EU LCS,1,44.13,0,0,1,24,0,1,11,1.0
Spring,Millenium,Red,2014-02-28,EU LCS,0,44.13,1,1,0,24,0,1,11,1.0
Spring,Alliance,Blue,2014-02-28,EU LCS,0,42.35,0,0,1,18,0,1,14,2.0
Spring,SK Gaming,Red,2014-02-28,EU LCS,1,42.35,1,1,0,18,0,1,14,2.0
Spring,SUPA HOT CREW,Blue,2014-02-28,EU LCS,1,36.92,1,1,1,30,0,1,13,3.0
Spring,Team ROCCAT,Red,2014-02-28,EU LCS,0,36.92,0,0,0,30,0,1,13,3.0
